ID,Timestamp,Temperature,Humidity,Date,Time,Day,Month,Year,Hour
28,2014-02-20T21:42:03,24.2,60,20-02-2014,21:42:03,20,2,2014,21
29,2014-02-20T21:47:10,24.2,61,20-02-2014,21:47:10,20,2,2014,21
30,2014-02-20T21:52:18,24.1,61,20-02-2014,21:52:18,20,2,2014,21
31,2014-02-20T21:57:25,24.1,61,20-02-2014,21:57:25,20,2,2014,21
32,2014-02-20T22:02:33,24,62,20-02-2014,22:02:33,20,2,2014,22
33,2014-02-20T22:07:41,24,62,20-02-2014,22:07:41,20,2,2014,22
34,2014-02-20T22:12:48,23.9,62,20-02-2014,22:12:48,20,2,2014,22
35,2014-02-20T22:17:56,23.9,63,20-02-2014,22:17:56,20,2,2014,22
36,2014-02-20T22:23:03,23.8,63,20-02-2014,22:23:03,20,2,2014,22
37,2014-02-20T22:28:11,23.8,63,20-02-2014,22:28:11,20,2,2014,22
38,2014-02-20T22:33:19,23.7,63,20-02-2014,22:33:19,20,2,2014,22
39,2014-02-20T22:38:25,23.6,64,20-02-2014,22:38:25,20,2,2014,22
40,2014-02-20T22:43:33,23.6,64,20-02-2014,22:43:33,20,2,2014,22
41,2014-02-20T22:48:41,23.6,64,20-02-2014,22:48:41,20,2,2014,22
42,2014-02-20T22:53:48,23.5,64,20-02-2014,22:53:48,20,2,2014,22
43,2014-02-20T22:58:04,23.4,65,20-02-2014,22:58:04,20,2,2014,22
44,2014-02-20T23:03:12,23.4,65,20-02-2014,23:03:12,20,2,2014,23
45,2014-02-20T23:08:20,23.3,65,20-02-2014,23:08:20,20,2,2014,23
46,2014-02-20T23:13:27,23.3,65,20-02-2014,23:13:27,20,2,2014,23
47,2014-02-20T23:18:36,23.2,66,20-02-2014,23:18:36,20,2,2014,23
48,2014-02-20T23:23:44,23.2,66,20-02-2014,23:23:44,20,2,2014,23
49,2014-02-20T23:28:50,23.1,67,20-02-2014,23:28:50,20,2,2014,23
50,2014-02-20T23:33:58,23,67,20-02-2014,23:33:58,20,2,2014,23
51,2014-02-20T23:39:06,23,68,20-02-2014,23:39:06,20,2,2014,23
52,2014-02-20T23:44:14,22.9,68,20-02-2014,23:44:14,20,2,2014,23
53,2014-02-20T23:49:21,22.9,68,20-02-2014,23:49:21,20,2,2014,23
54,2014-02-20T23:54:28,22.8,69,20-02-2014,23:54:28,20,2,2014,23
55,2014-02-20T23:59:36,22.7,69,20-02-2014,23:59:36,20,2,2014,23
56,2014-02-21T00:03:52,22.7,70,21-02-2014,00:03:52,21,2,2014,0
57,2014-02-21T00:09:00,22.6,70,21-02-2014,00:09:00,21,2,2014,0
58,2014-02-21T00:14:07,22.6,70,21-02-2014,00:14:07,21,2,2014,0
59,2014-02-21T00:19:15,22.5,70,21-02-2014,00:19:15,21,2,2014,0
60,2014-02-21T00:24:23,22.5,71,21-02-2014,00:24:23,21,2,2014,0
61,2014-02-21T00:29:31,22.5,71,21-02-2014,00:29:31,21,2,2014,0
62,2014-02-21T00:34:39,22.4,72,21-02-2014,00:34:39,21,2,2014,0
63,2014-02-21T00:39:46,22.3,72,21-02-2014,00:39:46,21,2,2014,0
64,2014-02-21T00:44:53,22.3,73,21-02-2014,00:44:53,21,2,2014,0
65,2014-02-21T00:50:01,22.2,73,21-02-2014,00:50:01,21,2,2014,0
66,2014-02-21T00:55:08,22.2,73,21-02-2014,00:55:08,21,2,2014,0
67,2014-02-21T01:00:16,22.2,73,21-02-2014,01:00:16,21,2,2014,1
68,2014-02-21T01:05:24,22.2,73,21-02-2014,01:05:24,21,2,2014,1
69,2014-02-21T01:09:40,22.2,73,21-02-2014,01:09:40,21,2,2014,1
70,2014-02-21T01:14:48,22.2,73,21-02-2014,01:14:48,21,2,2014,1
71,2014-02-21T01:19:55,22.2,73,21-02-2014,01:19:55,21,2,2014,1
72,2014-02-21T01:25:03,22.1,74,21-02-2014,01:25:03,21,2,2014,1
73,2014-02-21T01:30:10,22.1,74,21-02-2014,01:30:10,21,2,2014,1
74,2014-02-21T01:35:18,22.1,74,21-02-2014,01:35:18,21,2,2014,1
75,2014-02-21T01:40:25,22,74,21-02-2014,01:40:25,21,2,2014,1
76,2014-02-21T01:45:32,22,74,21-02-2014,01:45:32,21,2,2014,1
77,2014-02-21T01:50:40,21.9,74,21-02-2014,01:50:40,21,2,2014,1
78,2014-02-21T01:55:48,21.9,74,21-02-2014,01:55:48,21,2,2014,1
79,2014-02-21T02:00:55,21.9,75,21-02-2014,02:00:55,21,2,2014,2
80,2014-02-21T02:06:03,21.8,75,21-02-2014,02:06:03,21,2,2014,2
81,2014-02-21T02:11:10,21.8,75,21-02-2014,02:11:10,21,2,2014,2
82,2014-02-21T02:16:18,21.8,75,21-02-2014,02:16:18,21,2,2014,2
83,2014-02-21T02:20:35,21.8,75,21-02-2014,02:20:35,21,2,2014,2
84,2014-02-21T02:25:43,21.8,75,21-02-2014,02:25:43,21,2,2014,2
85,2014-02-21T02:30:50,21.8,75,21-02-2014,02:30:50,21,2,2014,2
86,2014-02-21T02:35:57,21.8,75,21-02-2014,02:35:57,21,2,2014,2
87,2014-02-21T02:41:05,21.7,75,21-02-2014,02:41:05,21,2,2014,2
88,2014-02-21T02:46:12,21.7,75,21-02-2014,02:46:12,21,2,2014,2
89,2014-02-21T02:51:21,21.7,75,21-02-2014,02:51:21,21,2,2014,2
90,2014-02-21T02:56:29,21.7,75,21-02-2014,02:56:29,21,2,2014,2
91,2014-02-21T03:01:35,21.7,75,21-02-2014,03:01:35,21,2,2014,3
92,2014-02-21T03:06:43,21.7,75,21-02-2014,03:06:43,21,2,2014,3
93,2014-02-21T03:11:50,21.6,75,21-02-2014,03:11:50,21,2,2014,3
94,2014-02-21T03:16:06,21.6,75,21-02-2014,03:16:06,21,2,2014,3
95,2014-02-21T03:21:15,21.6,75,21-02-2014,03:21:15,21,2,2014,3
96,2014-02-21T03:26:22,21.5,75,21-02-2014,03:26:22,21,2,2014,3
97,2014-02-21T03:31:30,21.5,75,21-02-2014,03:31:30,21,2,2014,3
98,2014-02-21T03:36:37,21.5,75,21-02-2014,03:36:37,21,2,2014,3
99,2014-02-21T03:41:45,21.5,76,21-02-2014,03:41:45,21,2,2014,3
100,2014-02-21T03:46:53,21.4,76,21-02-2014,03:46:53,21,2,2014,3
101,2014-02-21T03:52:00,21.4,76,21-02-2014,03:52:00,21,2,2014,3
102,2014-02-21T03:57:08,21.4,76,21-02-2014,03:57:08,21,2,2014,3
103,2014-02-21T04:02:14,21.4,76,21-02-2014,04:02:14,21,2,2014,4
104,2014-02-21T04:07:22,21.4,76,21-02-2014,04:07:22,21,2,2014,4
105,2014-02-21T04:12:31,21.4,76,21-02-2014,04:12:31,21,2,2014,4
106,2014-02-21T04:16:47,21.4,76,21-02-2014,04:16:47,21,2,2014,4
107,2014-02-21T04:21:55,21.4,76,21-02-2014,04:21:55,21,2,2014,4
108,2014-02-21T04:27:02,21.4,76,21-02-2014,04:27:02,21,2,2014,4
109,2014-02-21T04:32:10,21.3,76,21-02-2014,04:32:10,21,2,2014,4
110,2014-02-21T04:37:17,21.3,76,21-02-2014,04:37:17,21,2,2014,4
111,2014-02-21T04:42:25,21.3,76,21-02-2014,04:42:25,21,2,2014,4
112,2014-02-21T04:47:33,21.2,76,21-02-2014,04:47:33,21,2,2014,4
113,2014-02-21T04:52:40,21.2,76,21-02-2014,04:52:40,21,2,2014,4
114,2014-02-21T04:57:48,21.2,76,21-02-2014,04:57:48,21,2,2014,4
115,2014-02-21T05:02:56,21.2,76,21-02-2014,05:02:56,21,2,2014,5
116,2014-02-21T05:08:03,21.2,76,21-02-2014,05:08:03,21,2,2014,5
117,2014-02-21T05:13:11,21.2,76,21-02-2014,05:13:11,21,2,2014,5
118,2014-02-21T05:17:27,21.1,76,21-02-2014,05:17:27,21,2,2014,5
119,2014-02-21T05:22:34,21.1,76,21-02-2014,05:22:34,21,2,2014,5
120,2014-02-21T05:27:41,21,76,21-02-2014,05:27:41,21,2,2014,5
121,2014-02-21T05:32:49,21,76,21-02-2014,05:32:49,21,2,2014,5
122,2014-02-21T05:37:57,21,76,21-02-2014,05:37:57,21,2,2014,5
123,2014-02-21T05:43:04,20.9,76,21-02-2014,05:43:04,21,2,2014,5
124,2014-02-21T05:48:12,20.9,76,21-02-2014,05:48:12,21,2,2014,5
125,2014-02-21T05:53:19,20.9,77,21-02-2014,05:53:19,21,2,2014,5
126,2014-02-21T05:58:27,20.9,77,21-02-2014,05:58:27,21,2,2014,5
127,2014-02-21T06:03:35,20.8,77,21-02-2014,06:03:35,21,2,2014,6
128,2014-02-21T06:08:42,20.7,77,21-02-2014,06:08:42,21,2,2014,6
129,2014-02-21T06:13:50,20.7,77,21-02-2014,06:13:50,21,2,2014,6
130,2014-02-21T06:18:06,20.7,77,21-02-2014,06:18:06,21,2,2014,6
131,2014-02-21T06:23:14,20.7,77,21-02-2014,06:23:14,21,2,2014,6
132,2014-02-21T06:28:22,20.7,77,21-02-2014,06:28:22,21,2,2014,6
133,2014-02-21T06:33:29,20.7,77,21-02-2014,06:33:29,21,2,2014,6
134,2014-02-21T06:38:37,20.7,77,21-02-2014,06:38:37,21,2,2014,6
135,2014-02-21T06:43:44,20.6,77,21-02-2014,06:43:44,21,2,2014,6
136,2014-02-21T06:48:52,20.6,77,21-02-2014,06:48:52,21,2,2014,6
137,2014-02-21T06:54:00,20.6,78,21-02-2014,06:54:00,21,2,2014,6
138,2014-02-21T06:59:07,20.6,78,21-02-2014,06:59:07,21,2,2014,6
139,2014-02-21T07:04:15,20.6,78,21-02-2014,07:04:15,21,2,2014,7
140,2014-02-21T07:09:22,20.6,78,21-02-2014,07:09:22,21,2,2014,7
141,2014-02-21T07:14:30,20.6,78,21-02-2014,07:14:30,21,2,2014,7
142,2014-02-21T07:18:46,20.5,78,21-02-2014,07:18:46,21,2,2014,7
143,2014-02-21T07:23:53,20.5,78,21-02-2014,07:23:53,21,2,2014,7
144,2014-02-21T07:29:01,20.5,78,21-02-2014,07:29:01,21,2,2014,7
145,2014-02-21T07:34:09,20.5,78,21-02-2014,07:34:09,21,2,2014,7
146,2014-02-21T07:39:17,20.6,78,21-02-2014,07:39:17,21,2,2014,7
147,2014-02-21T07:44:24,20.6,78,21-02-2014,07:44:24,21,2,2014,7
148,2014-02-21T07:49:31,20.6,78,21-02-2014,07:49:31,21,2,2014,7
149,2014-02-21T07:54:40,20.6,78,21-02-2014,07:54:40,21,2,2014,7
150,2014-02-21T07:59:47,20.7,78,21-02-2014,07:59:47,21,2,2014,7
151,2014-02-21T08:04:54,20.8,78,21-02-2014,08:04:54,21,2,2014,8
152,2014-02-21T08:10:02,20.9,78,21-02-2014,08:10:02,21,2,2014,8
153,2014-02-21T08:15:09,21,78,21-02-2014,08:15:09,21,2,2014,8
154,2014-02-21T08:19:26,21.1,78,21-02-2014,08:19:26,21,2,2014,8
155,2014-02-21T08:24:33,21.1,78,21-02-2014,08:24:33,21,2,2014,8
156,2014-02-21T08:29:41,21.2,78,21-02-2014,08:29:41,21,2,2014,8
157,2014-02-21T08:34:48,21.3,77,21-02-2014,08:34:48,21,2,2014,8
158,2014-02-21T08:39:56,21.4,77,21-02-2014,08:39:56,21,2,2014,8
159,2014-02-21T08:45:04,21.5,77,21-02-2014,08:45:04,21,2,2014,8
160,2014-02-21T08:50:11,21.6,77,21-02-2014,08:50:11,21,2,2014,8
161,2014-02-21T08:55:19,21.7,77,21-02-2014,08:55:19,21,2,2014,8
162,2014-02-21T09:00:28,21.8,76,21-02-2014,09:00:28,21,2,2014,9
163,2014-02-21T09:05:35,21.9,76,21-02-2014,09:05:35,21,2,2014,9
164,2014-02-21T09:10:42,22,76,21-02-2014,09:10:42,21,2,2014,9
165,2014-02-21T09:11:33,22,76,21-02-2014,09:11:33,21,2,2014,9
166,2014-02-21T09:16:41,22.1,76,21-02-2014,09:16:41,21,2,2014,9
167,2014-02-21T09:21:48,22.1,76,21-02-2014,09:21:48,21,2,2014,9
168,2014-02-21T09:26:56,22.2,75,21-02-2014,09:26:56,21,2,2014,9
169,2014-02-21T09:32:03,22.3,75,21-02-2014,09:32:03,21,2,2014,9
170,2014-02-21T09:37:11,22.3,75,21-02-2014,09:37:11,21,2,2014,9
171,2014-02-21T09:39:45,22.4,75,21-02-2014,09:39:45,21,2,2014,9
172,2014-02-21T09:44:52,22.4,75,21-02-2014,09:44:52,21,2,2014,9
173,2014-02-21T09:49:59,22.5,74,21-02-2014,09:49:59,21,2,2014,9
174,2014-02-21T09:55:08,22.5,74,21-02-2014,09:55:08,21,2,2014,9
175,2014-02-21T10:00:15,22.6,74,21-02-2014,10:00:15,21,2,2014,10
176,2014-02-21T10:05:20,22.6,75,21-02-2014,10:05:20,21,2,2014,10
177,2014-02-21T10:10:28,22.7,74,21-02-2014,10:10:28,21,2,2014,10
178,2014-02-21T10:15:37,22.8,74,21-02-2014,10:15:37,21,2,2014,10
179,2014-02-21T10:20:45,22.8,74,21-02-2014,10:20:45,21,2,2014,10
180,2014-02-21T10:25:52,22.9,74,21-02-2014,10:25:52,21,2,2014,10
181,2014-02-21T10:31:00,23,74,21-02-2014,10:31:00,21,2,2014,10
182,2014-02-21T10:35:15,23,73,21-02-2014,10:35:15,21,2,2014,10
183,2014-02-21T10:40:23,23.1,73,21-02-2014,10:40:23,21,2,2014,10
184,2014-02-21T10:45:33,23.2,73,21-02-2014,10:45:33,21,2,2014,10
185,2014-02-21T10:50:40,23.2,73,21-02-2014,10:50:40,21,2,2014,10
186,2014-02-21T10:55:47,23.3,72,21-02-2014,10:55:47,21,2,2014,10
187,2014-02-21T11:00:55,23.3,72,21-02-2014,11:00:55,21,2,2014,11
188,2014-02-21T11:06:02,23.5,72,21-02-2014,11:06:02,21,2,2014,11
189,2014-02-21T11:11:10,23.6,72,21-02-2014,11:11:10,21,2,2014,11
190,2014-02-21T11:16:18,23.6,71,21-02-2014,11:16:18,21,2,2014,11
191,2014-02-21T11:21:26,23.7,71,21-02-2014,11:21:26,21,2,2014,11
192,2014-02-21T11:26:33,23.8,71,21-02-2014,11:26:33,21,2,2014,11
193,2014-02-21T11:31:40,23.9,70,21-02-2014,11:31:40,21,2,2014,11
194,2014-02-21T11:35:57,23.9,70,21-02-2014,11:35:57,21,2,2014,11
195,2014-02-21T11:41:04,24,70,21-02-2014,11:41:04,21,2,2014,11
196,2014-02-21T11:46:12,24.1,70,21-02-2014,11:46:12,21,2,2014,11
197,2014-02-21T11:51:19,24.2,70,21-02-2014,11:51:19,21,2,2014,11
198,2014-02-21T11:56:27,24.3,69,21-02-2014,11:56:27,21,2,2014,11
199,2014-02-21T12:01:35,24.4,69,21-02-2014,12:01:35,21,2,2014,12
200,2014-02-21T12:06:42,24.4,68,21-02-2014,12:06:42,21,2,2014,12
201,2014-02-21T12:11:50,24.4,68,21-02-2014,12:11:50,21,2,2014,12
202,2014-02-21T12:16:58,24.4,68,21-02-2014,12:16:58,21,2,2014,12
203,2014-02-21T12:22:05,24.5,67,21-02-2014,12:22:05,21,2,2014,12
204,2014-02-21T12:27:13,24.6,67,21-02-2014,12:27:13,21,2,2014,12
205,2014-02-21T12:32:20,24.7,67,21-02-2014,12:32:20,21,2,2014,12
206,2014-02-21T12:37:28,24.8,66,21-02-2014,12:37:28,21,2,2014,12
207,2014-02-21T12:41:44,24.8,66,21-02-2014,12:41:44,21,2,2014,12
208,2014-02-21T12:46:52,24.8,66,21-02-2014,12:46:52,21,2,2014,12
209,2014-02-21T12:52:00,24.8,66,21-02-2014,12:52:00,21,2,2014,12
210,2014-02-21T12:57:07,24.8,65,21-02-2014,12:57:07,21,2,2014,12
211,2014-02-21T13:02:15,24.9,66,21-02-2014,13:02:15,21,2,2014,13
212,2014-02-21T13:07:22,25,65,21-02-2014,13:07:22,21,2,2014,13
213,2014-02-21T13:12:30,25.2,64,21-02-2014,13:12:30,21,2,2014,13
214,2014-02-21T13:17:38,25.3,64,21-02-2014,13:17:38,21,2,2014,13
215,2014-02-21T13:22:45,25.4,63,21-02-2014,13:22:45,21,2,2014,13
216,2014-02-21T13:27:52,25.5,63,21-02-2014,13:27:52,21,2,2014,13
217,2014-02-21T13:32:59,25.5,63,21-02-2014,13:32:59,21,2,2014,13
218,2014-02-21T13:38:08,25.6,62,21-02-2014,13:38:08,21,2,2014,13
219,2014-02-21T13:42:24,25.7,61,21-02-2014,13:42:24,21,2,2014,13
220,2014-02-21T13:47:31,25.7,60,21-02-2014,13:47:31,21,2,2014,13
221,2014-02-21T13:52:39,25.8,60,21-02-2014,13:52:39,21,2,2014,13
222,2014-02-21T13:57:46,25.9,60,21-02-2014,13:57:46,21,2,2014,13
223,2014-02-21T14:02:54,26,60,21-02-2014,14:02:54,21,2,2014,14
224,2014-02-21T14:08:02,26,60,21-02-2014,14:08:02,21,2,2014,14
225,2014-02-21T14:13:09,26.1,59,21-02-2014,14:13:09,21,2,2014,14
226,2014-02-21T14:18:17,26.2,59,21-02-2014,14:18:17,21,2,2014,14
227,2014-02-21T14:23:24,26.2,58,21-02-2014,14:23:24,21,2,2014,14
228,2014-02-21T14:28:32,26.3,58,21-02-2014,14:28:32,21,2,2014,14
229,2014-02-21T14:33:40,26.3,58,21-02-2014,14:33:40,21,2,2014,14
230,2014-02-21T14:37:56,26.4,58,21-02-2014,14:37:56,21,2,2014,14
231,2014-02-21T14:43:04,26.4,58,21-02-2014,14:43:04,21,2,2014,14
232,2014-02-21T14:48:11,26.4,57,21-02-2014,14:48:11,21,2,2014,14
233,2014-02-21T14:53:19,26.4,57,21-02-2014,14:53:19,21,2,2014,14
234,2014-02-21T14:58:26,26.5,57,21-02-2014,14:58:26,21,2,2014,14
235,2014-02-21T15:03:34,26.5,57,21-02-2014,15:03:34,21,2,2014,15
236,2014-02-21T15:08:42,26.6,56,21-02-2014,15:08:42,21,2,2014,15
237,2014-02-21T15:13:49,26.7,56,21-02-2014,15:13:49,21,2,2014,15
238,2014-02-21T15:18:57,27,55,21-02-2014,15:18:57,21,2,2014,15
239,2014-02-21T15:24:05,27,55,21-02-2014,15:24:05,21,2,2014,15
240,2014-02-21T15:29:12,27,55,21-02-2014,15:29:12,21,2,2014,15
241,2014-02-21T15:34:20,27,54,21-02-2014,15:34:20,21,2,2014,15
242,2014-02-21T15:38:36,27,54,21-02-2014,15:38:36,21,2,2014,15
243,2014-02-21T15:43:44,26.9,54,21-02-2014,15:43:44,21,2,2014,15
244,2014-02-21T15:48:51,26.9,54,21-02-2014,15:48:51,21,2,2014,15
245,2014-02-21T15:53:59,26.9,53,21-02-2014,15:53:59,21,2,2014,15
246,2014-02-21T15:59:06,26.9,54,21-02-2014,15:59:06,21,2,2014,15
247,2014-02-21T16:04:13,26.9,54,21-02-2014,16:04:13,21,2,2014,16
248,2014-02-21T16:09:22,26.9,54,21-02-2014,16:09:22,21,2,2014,16
249,2014-02-21T16:14:29,26.9,54,21-02-2014,16:14:29,21,2,2014,16
250,2014-02-21T16:19:37,26.9,54,21-02-2014,16:19:37,21,2,2014,16
251,2014-02-21T16:24:45,26.9,53,21-02-2014,16:24:45,21,2,2014,16
252,2014-02-21T16:29:52,27.1,53,21-02-2014,16:29:52,21,2,2014,16
253,2014-02-21T16:35:00,27.1,53,21-02-2014,16:35:00,21,2,2014,16
254,2014-02-21T16:39:15,27.1,52,21-02-2014,16:39:15,21,2,2014,16
255,2014-02-21T16:44:23,27.1,52,21-02-2014,16:44:23,21,2,2014,16
256,2014-02-21T16:49:30,27.1,52,21-02-2014,16:49:30,21,2,2014,16
257,2014-02-21T16:54:38,27,52,21-02-2014,16:54:38,21,2,2014,16
258,2014-02-21T16:59:46,27,52,21-02-2014,16:59:46,21,2,2014,16
259,2014-02-21T17:04:53,27,52,21-02-2014,17:04:53,21,2,2014,17
260,2014-02-21T17:10:01,26.9,52,21-02-2014,17:10:01,21,2,2014,17
261,2014-02-21T17:15:09,26.9,52,21-02-2014,17:15:09,21,2,2014,17
262,2014-02-21T17:20:16,26.9,52,21-02-2014,17:20:16,21,2,2014,17
263,2014-02-21T17:25:24,26.9,52,21-02-2014,17:25:24,21,2,2014,17
264,2014-02-21T17:30:31,26.8,53,21-02-2014,17:30:31,21,2,2014,17
265,2014-02-21T17:35:39,26.8,53,21-02-2014,17:35:39,21,2,2014,17
266,2014-02-21T17:39:55,26.8,53,21-02-2014,17:39:55,21,2,2014,17
267,2014-02-21T17:45:03,26.8,54,21-02-2014,17:45:03,21,2,2014,17
268,2014-02-21T17:50:11,26.8,54,21-02-2014,17:50:11,21,2,2014,17
269,2014-02-21T17:55:18,26.7,53,21-02-2014,17:55:18,21,2,2014,17
270,2014-02-21T18:00:26,26.7,53,21-02-2014,18:00:26,21,2,2014,18
271,2014-02-21T18:05:33,26.7,54,21-02-2014,18:05:33,21,2,2014,18
272,2014-02-21T18:10:40,26.6,54,21-02-2014,18:10:40,21,2,2014,18
273,2014-02-21T18:15:48,26.5,54,21-02-2014,18:15:48,21,2,2014,18
274,2014-02-21T18:20:56,26.5,54,21-02-2014,18:20:56,21,2,2014,18
275,2014-02-21T18:26:04,26.4,54,21-02-2014,18:26:04,21,2,2014,18
276,2014-02-21T18:31:12,26.3,54,21-02-2014,18:31:12,21,2,2014,18
277,2014-02-21T18:36:19,26.3,54,21-02-2014,18:36:19,21,2,2014,18
278,2014-02-21T18:41:27,26.2,54,21-02-2014,18:41:27,21,2,2014,18
279,2014-02-21T18:46:34,26.2,54,21-02-2014,18:46:34,21,2,2014,18
280,2014-02-21T18:50:51,26.2,55,21-02-2014,18:50:51,21,2,2014,18
281,2014-02-21T18:55:58,26.1,55,21-02-2014,18:55:58,21,2,2014,18
282,2014-02-21T19:01:06,26.1,55,21-02-2014,19:01:06,21,2,2014,19
283,2014-02-21T19:06:14,26.1,54,21-02-2014,19:06:14,21,2,2014,19
284,2014-02-21T19:11:21,26.1,54,21-02-2014,19:11:21,21,2,2014,19
285,2014-02-21T19:16:29,26,55,21-02-2014,19:16:29,21,2,2014,19
286,2014-02-21T19:21:35,26,55,21-02-2014,19:21:35,21,2,2014,19
287,2014-02-21T19:26:43,26,55,21-02-2014,19:26:43,21,2,2014,19
288,2014-02-21T19:31:52,25.9,55,21-02-2014,19:31:52,21,2,2014,19
289,2014-02-21T19:36:59,25.9,55,21-02-2014,19:36:59,21,2,2014,19
290,2014-02-21T19:42:06,25.9,55,21-02-2014,19:42:06,21,2,2014,19
291,2014-02-21T19:46:22,25.8,55,21-02-2014,19:46:22,21,2,2014,19
292,2014-02-21T19:51:30,25.8,55,21-02-2014,19:51:30,21,2,2014,19
293,2014-02-21T19:56:38,25.8,55,21-02-2014,19:56:38,21,2,2014,19
294,2014-02-21T20:01:46,25.8,55,21-02-2014,20:01:46,21,2,2014,20
295,2014-02-21T20:06:54,25.8,56,21-02-2014,20:06:54,21,2,2014,20
296,2014-02-21T20:12:01,25.8,56,21-02-2014,20:12:01,21,2,2014,20
297,2014-02-21T20:17:09,25.8,56,21-02-2014,20:17:09,21,2,2014,20
298,2014-02-21T20:22:17,25.8,56,21-02-2014,20:22:17,21,2,2014,20
299,2014-02-21T20:27:24,25.8,56,21-02-2014,20:27:24,21,2,2014,20
300,2014-02-21T20:32:32,25.8,55,21-02-2014,20:32:32,21,2,2014,20
301,2014-02-21T20:37:39,25.7,56,21-02-2014,20:37:39,21,2,2014,20
302,2014-02-21T20:41:55,25.7,56,21-02-2014,20:41:55,21,2,2014,20
303,2014-02-21T20:47:02,25.7,56,21-02-2014,20:47:02,21,2,2014,20
304,2014-02-21T20:52:10,25.6,56,21-02-2014,20:52:10,21,2,2014,20
305,2014-02-21T20:57:18,25.6,56,21-02-2014,20:57:18,21,2,2014,20
306,2014-02-21T21:02:25,25.5,56,21-02-2014,21:02:25,21,2,2014,21
307,2014-02-21T21:07:33,25.5,56,21-02-2014,21:07:33,21,2,2014,21
308,2014-02-21T21:12:41,25.5,56,21-02-2014,21:12:41,21,2,2014,21
309,2014-02-21T21:17:48,25.4,56,21-02-2014,21:17:48,21,2,2014,21
310,2014-02-21T21:22:56,25.3,56,21-02-2014,21:22:56,21,2,2014,21
311,2014-02-21T21:28:03,25.2,57,21-02-2014,21:28:03,21,2,2014,21
312,2014-02-21T21:33:11,25.2,57,21-02-2014,21:33:11,21,2,2014,21
313,2014-02-21T21:38:19,25.1,57,21-02-2014,21:38:19,21,2,2014,21
314,2014-02-21T21:42:35,25,57,21-02-2014,21:42:35,21,2,2014,21
315,2014-02-21T21:47:43,24.9,57,21-02-2014,21:47:43,21,2,2014,21
316,2014-02-21T21:52:50,24.9,57,21-02-2014,21:52:50,21,2,2014,21
317,2014-02-21T21:57:58,24.8,57,21-02-2014,21:57:58,21,2,2014,21
318,2014-02-21T22:03:05,24.8,57,21-02-2014,22:03:05,21,2,2014,22
319,2014-02-21T22:08:13,24.8,58,21-02-2014,22:08:13,21,2,2014,22
320,2014-02-21T22:13:21,24.7,58,21-02-2014,22:13:21,21,2,2014,22
321,2014-02-21T22:18:28,24.6,58,21-02-2014,22:18:28,21,2,2014,22
322,2014-02-21T22:23:35,24.6,58,21-02-2014,22:23:35,21,2,2014,22
323,2014-02-21T22:28:42,24.5,59,21-02-2014,22:28:42,21,2,2014,22
324,2014-02-21T22:33:50,24.5,59,21-02-2014,22:33:50,21,2,2014,22
325,2014-02-21T22:38:58,24.4,59,21-02-2014,22:38:58,21,2,2014,22
